# R Z -- freegsnke MAST-U limiter, 47 points
5.380110000000000170e-01 1.498739999999999961e+00
3.327970000000000095e-01 1.297090000000000076e+00
3.327970000000000095e-01 1.094000000000000083e+00
3.347959999999999825e-01 1.094000000000000083e+00
3.031150000000000233e-01 8.475000000000000311e-01
3.051139999999999963e-01 8.475000000000000311e-01
2.691359999999999864e-01 5.649999999999999467e-01
2.711350000000000149e-01 5.649999999999999467e-01
2.608409999999999895e-01 4.952579999999999760e-01
2.608409999999999895e-01 -5.072579999999999867e-01
2.711350000000000149e-01 -5.769999999999999574e-01
2.691359999999999864e-01 -5.769999999999999574e-01
3.051139999999999963e-01 -8.595000000000000417e-01
3.031150000000000233e-01 -8.595000000000000417e-01
3.347959999999999825e-01 -1.106000000000000094e+00
3.327970000000000095e-01 -1.106000000000000094e+00
3.327970000000000095e-01 -1.309090000000000087e+00
5.385980000000000212e-01 -1.509900000000000020e+00
8.210229999999999473e-01 -1.496240000000000014e+00
8.206909999999999483e-01 -1.477240000000000109e+00
8.228870000000000351e-01 -1.445820000000000105e+00
8.275730000000000031e-01 -1.419229999999999992e+00
8.391950000000000243e-01 -1.387280000000000069e+00
8.552440000000000042e-01 -1.352840000000000042e+00
8.775669999999999860e-01 -1.322100000000000053e+00
8.994729999999999670e-01 -1.300179999999999891e+00
1.185680000000000067e+00 -1.013800000000000034e+00
1.278999999999999915e+00 -8.423000000000000487e-01
1.296000000000000041e+00 -8.202000000000000401e-01
1.520999999999999908e+00 -8.202000000000000401e-01
1.520999999999999908e+00 -2.500000000000000000e-01
1.800000000000000044e+00 -2.500000000000000000e-01
1.800000000000000044e+00 2.500000000000000000e-01
1.520999999999999908e+00 2.500000000000000000e-01
1.520999999999999908e+00 8.155999999999999917e-01
1.296000000000000041e+00 8.155999999999999917e-01
1.278999999999999915e+00 8.377000000000000002e-01
1.185680000000000067e+00 1.009200000000000097e+00
8.994729999999999670e-01 1.295579999999999954e+00
8.775669999999999860e-01 1.317499999999999893e+00
8.552440000000000042e-01 1.348240000000000105e+00
8.391950000000000243e-01 1.382679999999999909e+00
8.275730000000000031e-01 1.414630000000000054e+00
8.228870000000000351e-01 1.441219999999999946e+00
8.206909999999999483e-01 1.472639999999999949e+00
8.210229999999999473e-01 1.491640000000000077e+00
5.380110000000000170e-01 1.498739999999999961e+00
