# dp/dPsi( Psi ) = 1.403747845099338e+05 * Psi^2, for the freegs4e limited tokamak.
#
# THE ABSCISSA IS Psi AND SO IS THE DERIVATIVE, WHICH IS THE HALF THAT COSTS
# A FACTOR OF THE SPAN.  meq::NormalisedMHDSource::f evaluates
#     F = scale * ( mu0 r^2 pprime( Psi ) + ggprime( Psi ) ) / span
# so what a table holds is d/dPsi, not d/dpsi.  freegs4e's saved arrays are
# d/dpsi -- its own docstring says otherwise and is wrong, which is the trap
# tools/freegs4e-benchmark/README.md records -- so converting them means
# MULTIPLYING by the span, here 6.701312e-02 = psi_ax - psi_bnd of the reference.
#
# Getting it wrong is INVISIBLE while [source] PlasmaCurrent is set: the
# profile scale is an unknown, both profiles carry the same wrong factor, and
# the border simply absorbs it -- measured, scale came back as 6.713e-02
# against a span of 6.689e-02 and the equilibrium was right anyway.  With the
# amplitude FIXED there is nothing to absorb it and the run is a plasma 15
# times too weak.
#
# freegs4e's psi_n runs the other way, psi_n = 1 - Psi, so its shape
# ( 1 - psi_n^1 )^2 is Psi^2 here.  j = 2, which meets FB-4's precondition.
#
#   Psi            f( Psi )   [Pa]        f'( Psi )
  -0.300000   +1.263373060589404e+04   -8.422487070596025e+04
  -0.275000   +1.061584307856374e+04   -7.720613148046356e+04
  -0.250000   +8.773424031870860e+03   -7.018739225496688e+04
  -0.225000   +7.106473465815396e+03   -6.316865302947019e+04
  -0.200000   +5.614991380397350e+03   -5.614991380397350e+04
  -0.175000   +4.298977775616721e+03   -4.913117457847681e+04
  -0.150000   +3.158432651473508e+03   -4.211243535298012e+04
  -0.125000   +2.193356007967714e+03   -3.509369612748343e+04
  -0.100000   +1.403747845099337e+03   -2.807495690198674e+04
  -0.075000   +7.896081628683770e+02   -2.105621767649006e+04
  -0.050000   +3.509369612748342e+02   -1.403747845099337e+04
  -0.025000   +8.773424031870837e+01   -7.018739225496679e+03
  +0.000000   +4.325632014793391e-28   +1.558473178397232e-11
  +0.025000   +8.773424031870876e+01   +7.018739225496694e+03
  +0.050000   +3.509369612748350e+02   +1.403747845099339e+04
  +0.075000   +7.896081628683776e+02   +2.105621767649007e+04
  +0.100000   +1.403747845099339e+03   +2.807495690198676e+04
  +0.125000   +2.193356007967717e+03   +3.509369612748345e+04
  +0.150000   +3.158432651473510e+03   +4.211243535298013e+04
  +0.175000   +4.298977775616723e+03   +4.913117457847683e+04
  +0.200000   +5.614991380397350e+03   +5.614991380397350e+04
  +0.225000   +7.106473465815398e+03   +6.316865302947020e+04
  +0.250000   +8.773424031870863e+03   +7.018739225496689e+04
  +0.275000   +1.061584307856375e+04   +7.720613148046359e+04
  +0.300000   +1.263373060589405e+04   +8.422487070596029e+04
  +0.325000   +1.482708661386175e+04   +9.124360993145694e+04
  +0.350000   +1.719591110246689e+04   +9.826234915695364e+04
  +0.375000   +1.974020407170944e+04   +1.052810883824503e+05
  +0.400000   +2.245996552158941e+04   +1.122998276079470e+05
  +0.425000   +2.535519545210680e+04   +1.193185668334437e+05
  +0.450000   +2.842589386326159e+04   +1.263373060589404e+05
  +0.475000   +3.167206075505381e+04   +1.333560452844371e+05
  +0.500000   +3.509369612748344e+04   +1.403747845099338e+05
  +0.525000   +3.869079998055051e+04   +1.473935237354305e+05
  +0.550000   +4.246337231425497e+04   +1.544122629609272e+05
  +0.575000   +4.641141312859684e+04   +1.614310021864238e+05
  +0.600000   +5.053492242357616e+04   +1.684497414119205e+05
  +0.625000   +5.483390019919287e+04   +1.754684806374172e+05
  +0.650000   +5.930834645544703e+04   +1.824872198629139e+05
  +0.675000   +6.395826119233857e+04   +1.895059590884106e+05
  +0.700000   +6.878364440986754e+04   +1.965246983139073e+05
  +0.725000   +7.378449610803394e+04   +2.035434375394040e+05
  +0.750000   +7.896081628683774e+04   +2.105621767649006e+05
  +0.775000   +8.431260494627895e+04   +2.175809159903973e+05
  +0.800000   +8.983986208635761e+04   +2.245996552158940e+05
  +0.825000   +9.554258770707366e+04   +2.316183944413907e+05
  +0.850000   +1.014207818084272e+05   +2.386371336668874e+05
  +0.875000   +1.074744443904180e+05   +2.456558728923841e+05
  +0.900000   +1.137035754530464e+05   +2.526746121178808e+05
  +0.925000   +1.201081749963121e+05   +2.596933513433775e+05
  +0.950000   +1.266882430202152e+05   +2.667120905688741e+05
  +0.975000   +1.334437795247558e+05   +2.737308297943709e+05
  +1.000000   +1.403747845099338e+05   +2.807495690198675e+05
  +1.025000   +1.474812579757492e+05   +2.877683082453642e+05
  +1.050000   +1.547631999222020e+05   +2.947870474708609e+05
  +1.075000   +1.622206103492922e+05   +3.018057866963576e+05
  +1.100000   +1.698534892570199e+05   +3.088245259218543e+05
  +1.125000   +1.776618366453849e+05   +3.158432651473510e+05
  +1.150000   +1.856456525143874e+05   +3.228620043728477e+05
  +1.175000   +1.938049368640273e+05   +3.298807435983443e+05
  +1.200000   +2.021396896943046e+05   +3.368994828238410e+05
  +1.225000   +2.106499110052194e+05   +3.439182220493378e+05
  +1.250000   +2.193356007967715e+05   +3.509369612748344e+05
  +1.275000   +2.281967590689611e+05   +3.579557005003311e+05
  +1.300000   +2.372333858217880e+05   +3.649744397258278e+05

