# dp/dPsi [Pa per unit normalised flux]
#
# Converted from F_diiid_conventional_shaped.npz, a 257 x 257
# freegs4e free-boundary solve.
# psi_axis = 3.758646327e-01, psi_surface = 8.608515818e-02,
# the psi_n = 0.95 surface, chosen to avoid the X-point corner
# and the fractional power at the plasma edge.
# BOTH abscissae are normalised flux and they run OPPOSITE WAYS:
# freegs4e's psi_n is 0 on the axis and 1 on the separatrix, and
# MEQ's Psi is 1 on the axis and 0 on Gamma, so
# Psi = 1 - psi_n/0.95.
# freegs4e's pprime/ffprime are d/dpsi -- its docstring says
# d/dpsi_n and is wrong -- so the value column carries ONE factor
# of dpsi/dPsi = psi_ax and nothing else. Do not pre-divide by
# psi_ax: meq::NormalisedMHDSource does that itself.
#
# Three columns: Psi, value, d(value)/dPsi, ascending in Psi and
# reaching 0 and 1 EXACTLY -- so meq::SplineProfile interpolates
# everywhere the solve can reach and its clamp never fires.
#
 0.000000000000e+00   7.595875015633e+02   2.849284192784e+04
 1.031991744066e-03   7.892686790866e+02   2.902913613278e+04
 5.159958720330e-03   9.135145283774e+02   3.116567417443e+04
 9.287925696594e-03   1.046551407675e+03   3.328839017105e+04
 1.341589267286e-02   1.188322260034e+03   3.539728412265e+04
 1.754385964912e-02   1.338770028509e+03   3.749235602922e+04
 2.167182662539e-02   1.497837656154e+03   3.957360589076e+04
 2.579979360165e-02   1.665468086024e+03   4.164103370728e+04
 2.992776057792e-02   1.841604261174e+03   4.369463947877e+04
 3.405572755418e-02   2.026189124659e+03   4.573442320524e+04
 3.818369453044e-02   2.219165619532e+03   4.776038488667e+04
 4.231166150671e-02   2.420476688849e+03   4.977252452309e+04
 4.643962848297e-02   2.630065275663e+03   5.177084211448e+04
 5.056759545924e-02   2.847874323031e+03   5.375533766084e+04
 5.469556243550e-02   3.073846774005e+03   5.572601116217e+04
 5.882352941176e-02   3.307925571642e+03   5.768286261848e+04
 6.295149638803e-02   3.550053658994e+03   5.962589202977e+04
 6.707946336429e-02   3.800173979118e+03   6.155509939602e+04
 7.120743034056e-02   4.058229475068e+03   6.347048471725e+04
 7.533539731682e-02   4.324163089897e+03   6.537204799346e+04
 7.946336429309e-02   4.597917519226e+03   6.725960940120e+04
 8.359133126935e-02   4.879434468934e+03   6.913298911704e+04
 8.771929824561e-02   5.168655397465e+03   7.099218714097e+04
 9.184726522188e-02   5.465521763264e+03   7.283720347300e+04
 9.597523219814e-02   5.769975024773e+03   7.466803811312e+04
 1.001031991744e-01   6.081956640438e+03   7.648469106134e+04
 1.042311661507e-01   6.401408068703e+03   7.828716231766e+04
 1.083591331269e-01   6.728270768012e+03   8.007545188207e+04
 1.124871001032e-01   7.062486196809e+03   8.184955975458e+04
 1.166150670795e-01   7.403995813537e+03   8.360948593518e+04
 1.207430340557e-01   7.752741076642e+03   8.535523042388e+04
 1.248710010320e-01   8.108663444568e+03   8.708679322068e+04
 1.289989680083e-01   8.471704375758e+03   8.880417432557e+04
 1.331269349845e-01   8.841805328657e+03   9.050737373856e+04
 1.372549019608e-01   9.218907761708e+03   9.219639145965e+04
 1.413828689370e-01   9.602953133357e+03   9.387122748883e+04
 1.455108359133e-01   9.993882902047e+03   9.553188182610e+04
 1.496388028896e-01   1.039163852622e+04   9.717835447148e+04
 1.537667698658e-01   1.079616146433e+04   9.881064542495e+04
 1.578947368421e-01   1.120739317481e+04   1.004287546865e+05
 1.620227038184e-01   1.162527511610e+04   1.020326822562e+05
 1.661506707946e-01   1.204974874666e+04   1.036224281339e+05
 1.702786377709e-01   1.248075552492e+04   1.051979923198e+05
 1.744066047472e-01   1.291823690934e+04   1.067593748137e+05
 1.785345717234e-01   1.336213435835e+04   1.083065756158e+05
 1.826625386997e-01   1.381238933039e+04   1.098395947259e+05
 1.867905056760e-01   1.426894328392e+04   1.113584321442e+05
 1.909184726522e-01   1.473173767738e+04   1.128630878705e+05
 1.950464396285e-01   1.520071396921e+04   1.143535619049e+05
 1.991744066047e-01   1.567581361785e+04   1.158298542474e+05
 2.033023735810e-01   1.615697808176e+04   1.172919648981e+05
 2.074303405573e-01   1.664414881936e+04   1.187398938568e+05
 2.115583075335e-01   1.713726687083e+04   1.201733371367e+05
 2.156862745098e-01   1.763627160320e+04   1.215919907508e+05
 2.198142414861e-01   1.814110196521e+04   1.229958546992e+05
 2.239422084623e-01   1.865169690561e+04   1.243849289818e+05
 2.280701754386e-01   1.916799537316e+04   1.257592135986e+05
 2.321981424149e-01   1.968993631659e+04   1.271187085497e+05
 2.363261093911e-01   2.021745868466e+04   1.284634138350e+05
 2.404540763674e-01   2.075050142611e+04   1.297933294546e+05
 2.445820433437e-01   2.128900348969e+04   1.311084554084e+05
 2.487100103199e-01   2.183290382416e+04   1.324087916964e+05
 2.528379772962e-01   2.238214137826e+04   1.336943383187e+05
 2.569659442724e-01   2.293665510073e+04   1.349650952752e+05
 2.610939112487e-01   2.349638394033e+04   1.362210625660e+05
 2.652218782250e-01   2.406126684580e+04   1.374622401910e+05
 2.693498452012e-01   2.463124276589e+04   1.386886281502e+05
 2.734778121775e-01   2.520625064936e+04   1.399002264437e+05
 2.776057791538e-01   2.578622944494e+04   1.410970350714e+05
 2.817337461300e-01   2.637111810139e+04   1.422790540333e+05
 2.858617131063e-01   2.696085556745e+04   1.434462833295e+05
 2.899896800826e-01   2.755538079187e+04   1.445987229600e+05
 2.941176470588e-01   2.815463272341e+04   1.457363729246e+05
 2.982456140351e-01   2.875855031080e+04   1.468592332235e+05
 3.023735810114e-01   2.936707250281e+04   1.479673038567e+05
 3.065015479876e-01   2.998013824816e+04   1.490605848241e+05
 3.106295149639e-01   3.059768649562e+04   1.501390761257e+05
 3.147574819401e-01   3.121965619393e+04   1.512027777616e+05
 3.188854489164e-01   3.184598629184e+04   1.522516897317e+05
 3.230134158927e-01   3.247661573810e+04   1.532858120360e+05
 3.271413828689e-01   3.311148348145e+04   1.543051446746e+05
 3.312693498452e-01   3.375052847065e+04   1.553096876474e+05
 3.353973168215e-01   3.439368965444e+04   1.562994409545e+05
 3.395252837977e-01   3.504090598157e+04   1.572744045958e+05
 3.436532507740e-01   3.569211579992e+04   1.582341418922e+05
 3.477812177503e-01   3.634725505392e+04   1.591782161645e+05
 3.519091847265e-01   3.700625908711e+04   1.601066274128e+05
 3.560371517028e-01   3.766906324305e+04   1.610193756371e+05
 3.601651186791e-01   3.833560286530e+04   1.619164608372e+05
 3.642930856553e-01   3.900581329740e+04   1.627978830133e+05
 3.684210526316e-01   3.967962988292e+04   1.636636421654e+05
 3.725490196078e-01   4.035698796540e+04   1.645137382934e+05
 3.766769865841e-01   4.103782288841e+04   1.653481713974e+05
 3.808049535604e-01   4.172206999548e+04   1.661669414773e+05
 3.849329205366e-01   4.240966463019e+04   1.669700485331e+05
 3.890608875129e-01   4.310054213607e+04   1.677574925649e+05
 3.931888544892e-01   4.379463785670e+04   1.685292735726e+05
 3.973168214654e-01   4.449188713561e+04   1.692853915563e+05
 4.014447884417e-01   4.519222531636e+04   1.700258465159e+05
 4.055727554180e-01   4.589558774252e+04   1.707506384515e+05
 4.097007223942e-01   4.660190975762e+04   1.714597673630e+05
 4.138286893705e-01   4.731112670523e+04   1.721532332504e+05
 4.179566563467e-01   4.802317392890e+04   1.728310361138e+05
 4.220846233230e-01   4.873798677219e+04   1.734931759531e+05
 4.262125902993e-01   4.945550057864e+04   1.741396527684e+05
 4.303405572755e-01   5.017565069181e+04   1.747704665596e+05
 4.344685242518e-01   5.089837245526e+04   1.753856173268e+05
 4.385964912281e-01   5.162360121254e+04   1.759851050699e+05
 4.427244582043e-01   5.235127230720e+04   1.765689297890e+05
 4.468524251806e-01   5.308132108279e+04   1.771370914840e+05
 4.509803921569e-01   5.381368288288e+04   1.776895901549e+05
 4.551083591331e-01   5.454829305102e+04   1.782264258018e+05
 4.592363261094e-01   5.528508693075e+04   1.787475984247e+05
 4.633642930857e-01   5.602399986563e+04   1.792531080235e+05
 4.674922600619e-01   5.676496719923e+04   1.797429545982e+05
 4.716202270382e-01   5.750792427508e+04   1.802171381489e+05
 4.757481940144e-01   5.825280526787e+04   1.806748091918e+05
 4.798761609907e-01   5.899953967675e+04   1.811151182435e+05
 4.840041279670e-01   5.974805583198e+04   1.815380653039e+05
 4.881320949432e-01   6.049828206386e+04   1.819436503730e+05
 4.922600619195e-01   6.125014670264e+04   1.823318734508e+05
 4.963880288958e-01   6.200357807860e+04   1.827027345373e+05
 5.005159958720e-01   6.275850452201e+04   1.830562336325e+05
 5.046439628483e-01   6.351485436316e+04   1.833923707364e+05
 5.087719298246e-01   6.427255593230e+04   1.837111458490e+05
 5.128998968008e-01   6.503153755972e+04   1.840125589702e+05
 5.170278637771e-01   6.579172757569e+04   1.842966101002e+05
 5.211558307534e-01   6.655305431047e+04   1.845632992389e+05
 5.252837977296e-01   6.731544609436e+04   1.848126263863e+05
 5.294117647059e-01   6.807883125760e+04   1.850445915424e+05
 5.335397316821e-01   6.884313813049e+04   1.852591947072e+05
 5.376676986584e-01   6.960829504330e+04   1.854564358807e+05
